,predicted_labels,true_labels
27478,4,4
109402,4,25
93145,4,17
79867,4,11
32418,4,4
17966,1,2
81150,4,11
32116,4,4
77154,4,10
34251,4,4
37244,4,4
91438,4,16
68246,1,8
87337,4,14
113159,4,25
78075,4,11
106121,4,24
113035,4,25
25506,4,4
107630,4,24
113350,4,25
85670,4,13
106931,24,24
7547,4,1
18868,4,2
87154,4,14
46766,4,4
53647,4,4
24114,4,4
62519,4,7
1856,4,0
74633,4,10
36137,4,4
20898,4,3
14658,1,1
98254,4,20
88756,4,15
100010,1,21
45237,4,4
65356,4,8
79691,4,11
112557,4,25
61487,4,7
17644,4,2
21403,4,3
124194,4,30
53763,4,4
114594,4,26
38791,4,4
43424,4,4
51705,4,4
58526,4,6
17622,4,2
13889,1,1
101429,4,22
81305,4,11
110726,25,25
8319,4,1
102432,1,22
31888,4,4
46632,4,4
97904,4,20
82289,4,12
19836,4,3
108726,4,25
102465,1,22
996,4,0
1029,4,0
65122,4,8
74166,4,10
7770,4,1
83757,1,12
42081,4,4
32323,4,4
76419,4,10
64093,4,7
59874,4,6
122037,4,28
23208,4,4
39207,4,4
99349,4,20
11613,1,1
91698,4,16
73509,4,9
75338,4,10
71127,4,9
3620,1,1
85328,4,13
74352,4,10
30927,4,4
40808,4,4
30463,4,4
14773,1,1
65546,4,8
71668,4,9
11259,1,1
16231,1,1
96124,4,20
17472,4,2
113326,4,25
107206,4,24
102580,4,22
91452,1,16
113406,25,25
15994,4,1
16762,1,1
88685,4,15
30200,4,4
100909,1,22
87401,4,14
10277,1,1
118655,1,27
88617,4,15
109609,4,25
98703,4,20
10857,1,1
56682,4,5
40250,4,4
66491,4,8
54851,1,5
43477,4,4
40282,4,4
18646,4,2
859,4,0
2486,0,0
10630,1,1
68251,4,8
65332,4,8
17458,4,2
85818,4,13
88277,4,15
67573,4,8
97504,1,20
7720,1,1
34465,4,4
91434,4,16
65620,4,8
120758,4,28
78179,4,11
60828,4,6
59595,4,6
122334,4,29
38733,4,4
31705,4,4
44160,4,4
98009,4,20
29513,4,4
52408,4,4
75159,4,10
3873,1,1
32521,4,4
97354,4,20
99611,1,21
27308,4,4
114963,4,26
37008,4,4
55035,1,5
42883,4,4
52415,4,4
9605,1,1
62154,4,7
96512,1,20
17115,1,1
114058,4,25
85996,4,13
34001,4,4
13436,1,1
74891,4,10
38876,4,4
99093,4,20
56364,4,5
112978,24,25
51195,4,4
95860,1,20
44090,4,4
17360,4,2
91937,1,16
75189,4,10
105480,4,23
110194,4,25
82713,4,12
23282,4,4
115841,4,26
10021,1,1
110480,4,25
122230,4,29
23952,4,4
70920,1,9
18813,26,2
30122,4,4
106368,1,24
97966,4,20
49503,4,4
33683,4,4
24279,4,4
22387,4,4
17408,4,2
79050,4,11
117141,4,26
39380,4,4
111723,25,25
12448,1,1
120524,4,28
749,4,0
71592,4,9
93030,4,17
123310,4,29
53725,4,4
121630,26,28
73673,10,10
3555,1,1
10036,1,1
82124,4,12
95275,4,19
121788,4,28
116415,4,26
82462,4,12
2735,4,0
93543,4,18
12073,1,1
37408,4,4
31853,4,4
45096,4,4
6334,1,1
120191,4,28
5636,1,1
50325,4,4
6924,1,1
35912,4,4
117728,4,26
30697,4,4
63524,4,7
75234,4,10
16975,1,1
107054,1,24
43050,4,4
7428,1,1
118030,4,26
42365,4,4
37536,4,4
83591,4,12
73950,10,10
31555,4,4
27636,4,4
77801,4,10
99260,4,20
87443,4,14
41129,4,4
121835,4,28
72927,4,9
73942,4,10
89349,4,15
104631,4,23
100333,4,21
71471,4,9
98852,1,20
31155,4,4
21792,4,3
104139,4,23
115938,4,26
100692,1,21
32682,4,4
21278,25,3
62379,1,7
49280,4,4
115913,4,26
80714,4,11
70180,4,9
9335,1,1
50318,4,4
76528,4,10
61410,4,7
48340,4,4
32174,4,4
91959,4,16
37192,4,4
21633,4,3
76876,4,10
24623,4,4
20819,4,3
12617,4,1
61856,4,7
5281,1,1
1496,4,0
83373,4,12
105226,4,23
78882,4,11
44353,4,4
22839,4,4
78409,4,11
56474,4,5
105042,4,23
33917,4,4
68434,4,8
58288,4,6
98735,4,20
30529,4,4
93696,1,18
96500,4,20
93147,4,17
51435,4,4
20289,4,3
49163,4,4
37234,4,4
17610,4,2
6826,4,1
14002,1,1
26047,4,4
51717,4,4
34672,4,4
10651,1,1
99940,1,21
37400,4,4
106627,24,24
29350,4,4
52552,4,4
112921,4,25
16639,1,1
48639,4,4
21972,4,4
36520,4,4
117710,4,26
66121,1,8
56777,4,5
39511,4,4
57945,4,6
107690,4,24
123723,4,30
51305,4,4
69822,4,9
13428,1,1
40857,4,4
96023,4,20
83938,4,12
85981,4,13
116111,4,26
17552,4,2
88570,4,15
117501,4,26
59152,1,6
97843,4,20
118263,1,27
70242,4,9
54926,4,5
115208,4,26
66291,4,8
123484,4,30
89611,4,15
65059,8,8
73463,4,9
75030,4,10
111992,4,25
69914,4,9
28683,4,4
46382,4,4
124477,1,30
2848,4,0
17416,2,2
29510,4,4
109592,4,25
6629,1,1
34372,4,4
68954,1,9
14833,1,1
45932,4,4
116451,4,26
95855,25,20
96792,4,20
65833,4,8
117807,4,26
30992,4,4
56095,1,5
96645,1,20
27074,4,4
71839,1,9
25990,4,4
78017,4,11
84849,4,13
122995,4,29
30500,4,4
8416,1,1
47405,4,4
63260,4,7
62672,1,7
112634,25,25
99591,1,21
75457,1,10
60208,4,6
61642,1,7
27182,4,4
87611,4,14
11829,1,1
258,4,0
69206,1,9
102419,4,22
54768,4,5
20604,4,3
96088,1,20
30906,4,4
32406,4,4
28752,4,4
93861,4,18
58138,4,6
1891,4,0
1448,4,0
37405,4,4
106944,24,24
43220,4,4
39176,4,4
7844,1,1
106473,1,24
68054,4,8
18715,4,2
12275,1,1
25954,4,4
671,4,0
6398,1,1
19373,4,3
35302,4,4
44475,4,4
38011,4,4
71077,4,9
122012,4,28
92493,4,17
43364,4,4
7966,4,1
121921,4,28
106554,4,24
40771,4,4
68657,1,9
44568,4,4
124535,1,30
4311,1,1
68925,4,9
63222,7,7
112277,4,25
112332,1,25
18948,4,2
74051,4,10
96990,20,20
86238,4,13
42743,4,4
78273,4,11
14632,1,1
115786,4,26
53626,4,4
31552,4,4
84999,4,13
124077,4,30
68548,4,8
110365,4,25
4096,1,1
53994,4,4
2172,4,0
14186,1,1
80529,4,11
77743,4,10
62982,4,7
50081,4,4
64873,4,8
77127,4,10
58627,4,6
57578,1,6
59358,4,6
83304,1,12
86725,4,13
31619,4,4
112526,4,25
29033,4,4
79413,4,11
59304,1,6
44865,4,4
86571,4,13
84187,4,12
106220,4,24
28968,4,4
37144,4,4
9709,1,1
109380,4,25
35468,4,4
116329,4,26
65512,4,8
90833,4,16
19510,4,3
112554,4,25
68970,4,9
108882,4,25
113614,4,25
75349,1,10
63543,4,7
97917,4,20
81861,4,11
25262,4,4
66039,1,8
84910,4,13
104664,4,23
36122,4,4
4224,1,1
38642,4,4
36332,4,4
35087,4,4
57957,4,6
67842,4,8
37510,4,4
106501,1,24
3649,1,1
10031,1,1
108222,1,25
55709,4,5
21326,1,3
115331,4,26
82098,4,12
13011,1,1
36155,4,4
65091,4,8
111856,4,25
116218,4,26
11695,4,1
30924,4,4
2857,4,0
112515,25,25
93331,4,18
99082,4,20
30988,4,4
5276,1,1
68477,4,8
71625,4,9
5192,1,1
110591,4,25
40556,4,4
5640,4,1
110149,25,25
71002,4,9
123770,1,30
72395,1,9
56038,4,5
102607,4,22
101016,1,22
100536,1,21
11466,4,1
84843,4,13
113373,4,25
124415,1,30
18878,4,2
41335,4,4
95390,4,19
4169,1,1
100891,1,22
59640,4,6
30423,4,4
32684,4,4
9947,1,1
73401,4,9
12808,1,1
101422,4,22
106103,4,24
82556,1,12
20220,4,3
120680,4,28
103294,4,23
120402,4,28
116197,4,26
45565,4,4
4733,1,1
11643,1,1
83726,12,12
24170,4,4
104141,4,23
116593,4,26
4309,1,1
59008,4,6
110481,1,25
44049,4,4
23473,4,4
32746,4,4
18774,4,2
72942,9,9
34899,4,4
111737,25,25
69080,4,9
16034,1,1
12435,4,1
18029,4,2
43006,4,4
46120,4,4
79482,4,11
28841,4,4
88311,4,15
59666,4,6
118584,1,27
56781,4,5
68176,4,8
49349,4,4
105314,4,23
39734,4,4
8003,1,1
62291,4,7
94853,4,19
40589,4,4
95529,20,20
97242,4,20
36306,4,4
115504,4,26
13312,4,1
64626,1,7
105854,4,24
53120,4,4
67242,4,8
69471,4,9
50830,4,4
119560,4,28
53040,4,4
34805,4,4
43898,4,4
67364,1,8
97607,1,20
91728,25,16
81592,4,11
2034,4,0
39527,4,4
4983,1,1
48041,4,4
107941,4,25
107357,25,24
5301,1,1
13607,1,1
13289,1,1
53891,4,4
58467,4,6
116380,4,26
42745,4,4
49070,4,4
5898,1,1
115773,4,26
41766,4,4
98996,4,20
54315,4,4
53964,4,4
81115,4,11
122811,4,29
77275,4,10
115257,4,26
54326,4,4
119249,4,27
1076,4,0
24273,4,4
90815,15,15
16785,1,1
61866,4,7
93416,4,18
47846,4,4
113957,25,25
14206,1,1
72518,9,9
49222,4,4
71743,1,9
14183,4,1
83781,4,12
68441,4,8
61756,4,7
11785,1,1
54618,4,4
44513,4,4
29105,4,4
74627,1,10
3067,1,1
119392,4,27
40492,4,4
56981,4,5
84237,4,13
95559,4,20
76180,4,10
59763,4,6
37713,4,4
52193,4,4
22368,4,4
90997,1,16
44852,4,4
106420,1,24
65795,1,8
44473,4,4
44625,4,4
100183,4,21
77896,4,11
75761,10,10
16466,1,1
44465,4,4
62220,4,7
112675,25,25
90541,4,15
76632,1,10
30422,4,4
53092,4,4
41933,4,4
1366,4,0
17753,4,2
68586,4,8
10247,1,1
112324,25,25
68015,1,8
121320,4,28
56586,4,5
36021,4,4
35493,4,4
119296,4,27
89861,4,15
2076,4,0
33972,4,4
89104,25,15
28320,4,4
89991,4,15
10762,1,1
78665,4,11
43018,4,4
83011,4,12
97981,20,20
66432,1,8
2615,4,0
71362,4,9
53259,4,4
65633,1,8
57284,4,5
78024,4,11
91491,4,16
55050,4,5
20684,4,3
96497,4,20
45709,4,4
28595,4,4
5858,1,1
122504,4,29
9682,1,1
40456,4,4
33614,4,4
94175,4,18
75040,4,10
57014,4,5
14179,1,1
74673,10,10
96237,4,20
105753,4,24
11296,4,1
67876,4,8
31157,4,4
79334,4,11
33804,4,4
80444,4,11
53272,4,4
82955,4,12
98848,4,20
14506,1,1
28648,4,4
25538,4,4
9152,4,1
16684,1,1
113918,25,25
120520,4,28
26958,4,4
19275,4,2
58289,4,6
63256,1,7
57730,4,6
70891,1,9
30590,4,4
48982,4,4
116363,4,26
79754,4,11
65582,4,8
53670,4,4
86300,4,13
47034,4,4
10700,1,1
114718,4,26
6461,1,1
13823,1,1
101994,1,22
26826,4,4
42787,4,4
121741,4,28
54989,4,5
112353,25,25
49037,4,4
102904,1,22
118073,4,26
9905,1,1
51816,4,4
93986,1,18
103956,4,23
55176,4,5
80919,4,11
103182,4,23
25572,4,4
24309,4,4
105832,1,24
78495,4,11
68425,4,8
57104,1,5
58339,4,6
34440,4,4
99491,4,21
45916,4,4
26277,4,4
111465,4,25
110991,25,25
26439,4,4
102190,1,22
81637,4,11
27234,4,4
117033,4,26
33966,4,4
4078,1,1
2000,4,0
104873,4,23
36693,4,4
9574,1,1
60105,1,6
94133,4,18
76590,1,10
103467,4,23
73484,4,9
36796,4,4
36361,4,4
120689,4,28
2563,4,0
85312,4,13
52253,4,4
76518,4,10
24836,4,4
45198,4,4
34280,4,4
103615,4,23
33035,4,4
80564,4,11
19720,4,3
106956,4,24
118241,4,27
10328,1,1
97180,1,20
58397,4,6
4620,1,1
25102,4,4
121897,4,28
48758,4,4
119110,4,27
33081,4,4
56360,1,5
28644,4,4
40353,4,4
82929,4,12
65645,1,8
52195,4,4
115045,4,26
10824,1,1
34951,4,4
115952,4,26
61357,4,7
20993,4,3
29414,4,4
14781,1,1
95788,1,20
47649,4,4
6326,1,1
92334,4,17
15426,1,1
83269,4,12
87837,1,14
101958,1,22
112264,4,25
6517,1,1
78266,4,11
90703,4,15
18163,4,2
36759,4,4
14191,1,1
4896,1,1
37636,4,4
75860,4,10
36134,4,4
21974,4,4
9779,1,1
84074,4,12
77535,1,10
111228,25,25
29354,4,4
52523,4,4
9617,1,1
32296,4,4
50440,4,4
16600,1,1
35076,4,4
15186,1,1
123932,1,30
90292,4,15
56141,4,5
67327,4,8
4043,1,1
72136,1,9
79302,4,11
71455,4,9
94054,4,18
47112,4,4
87791,4,14
60498,1,6
115346,4,26
23302,4,4
29711,4,4
70680,1,9
56739,4,5
4243,1,1
54759,4,5
94101,4,18
42027,4,4
33913,4,4
115775,4,26
40489,4,4
108643,4,25
28218,4,4
117858,4,26
37878,4,4
118652,1,27
93031,4,17
2438,4,0
113147,4,25
60833,4,6
41962,4,4
68568,1,8
38329,4,4
47914,4,4
55920,4,5
70073,4,9
112419,4,25
40369,4,4
56459,1,5
68492,4,8
67698,4,8
82330,4,12
33633,4,4
88637,4,15
109696,4,25
70531,1,9
48451,4,4
80933,4,11
67337,1,8
22761,4,4
44942,4,4
118013,4,26
92234,4,17
20731,4,3
72182,1,9
88947,4,15
4618,1,1
64365,1,7
29054,4,4
4480,1,1
35021,4,4
106962,4,24
70825,4,9
15741,1,1
54779,4,5
77030,4,10
21060,4,3
108707,4,25
5526,4,1
106822,4,24
114358,4,25
66570,4,8
57697,1,6
115761,4,26
4529,1,1
40070,4,4
35405,4,4
55446,1,5
90069,4,15
69339,4,9
23899,4,4
122608,4,29
82337,4,12
35825,4,4
111295,25,25
262,4,0
75539,10,10
123414,4,29
17958,4,2
40510,4,4
49501,4,4
42618,4,4
65563,4,8
108585,25,25
6436,1,1
99458,4,21
82985,4,12
80266,4,11
105303,4,23
80827,4,11
9823,1,1
74131,4,10
93613,4,18
57795,1,6
3954,1,1
93622,4,18
39321,4,4
120496,4,28
67305,4,8
80712,4,11
47820,4,4
88967,4,15
2736,4,0
6939,4,1
54598,4,4
71164,9,9
19710,4,3
59464,4,6
105696,4,24
54535,4,4
70844,4,9
24160,4,4
39797,4,4
7272,1,1
88150,1,14
47643,4,4
87117,4,14
1638,4,0
118249,4,27
80925,25,11
4888,1,1
15703,1,1
56530,4,5
66409,4,8
46656,4,4
35148,4,4
162,4,0
58349,4,6
79138,4,11
85406,4,13
68248,4,8
66707,4,8
75067,4,10
105383,4,23
57270,4,5
117794,4,26
2998,1,1
54960,1,5
119251,1,27
22713,4,4
88609,4,15
8699,1,1
62970,4,7
22624,4,4
10944,4,1
41498,4,4
63839,1,7
75091,1,10
58117,4,6
9803,1,1
91944,4,16
98053,4,20
72156,4,9
89963,4,15
50946,4,4
64027,4,7
31711,4,4
38581,4,4
114824,4,26
76679,4,10
12152,1,1
94821,4,19
106571,4,24
12260,4,1
58483,4,6
46280,4,4
17954,4,2
119185,4,27
22629,4,4
58857,4,6
39687,4,4
57633,1,6
41211,4,4
38940,4,4
58300,4,6
58326,4,6
72282,9,9
65262,4,8
105102,4,23
55006,4,5
116782,4,26
96103,4,20
112139,4,25
71984,4,9
105644,4,23
66956,4,8
113763,4,25
69102,1,9
86818,4,13
61692,4,7
121015,4,28
26868,4,4
4226,1,1
122363,4,29
51769,4,4
102126,1,22
516,4,0
71657,1,9
28211,4,4
76198,4,10
22042,4,4
72590,4,9
30876,4,4
82907,12,12
80391,4,11
51955,4,4
103446,4,23
291,4,0
117944,4,26
14082,1,1
66730,1,8
110407,25,25
55675,25,5
107671,24,24
77403,1,10
43117,4,4
10704,1,1
41751,4,4
91624,1,16
18895,4,2
35267,4,4
61844,4,7
22766,4,4
97830,4,20
21347,4,3
69542,4,9
59519,1,6
114054,25,25
22111,4,4
63818,1,7
104822,4,23
11661,1,1
5753,1,1
39452,4,4
16669,1,1
20877,4,3
57433,4,6
62882,4,7
47582,4,4
92411,1,17
59508,1,6
60022,4,6
74350,4,10
30504,4,4
26951,4,4
15337,1,1
32329,4,4
109574,25,25
25664,4,4
19956,4,3
34784,4,4
50841,4,4
10717,4,1
63394,4,7
102782,4,22
33278,4,4
53783,4,4
58726,4,6
81176,4,11
102051,4,22
29954,4,4
71370,9,9
73276,4,9
21536,4,3
105562,1,23
96537,1,20
116972,4,26
39839,4,4
122614,4,29
104870,4,23
36072,4,4
60383,4,6
66428,4,8
105258,4,23
64762,1,8
115226,4,26
12691,4,1
25989,4,4
117968,4,26
55679,4,5
69038,9,9
103676,4,23
111978,4,25
74205,4,10
123199,4,29
104088,4,23
116006,4,26
52826,4,4
55305,4,5
64232,4,7
91020,4,16
1027,4,0
98139,4,20
112992,4,25
112375,4,25
117873,4,26
10642,1,1
48826,4,4
30052,4,4
35355,4,4
5054,4,1
113863,1,25
9716,1,1
120301,4,28
53788,4,4
30532,4,4
38058,4,4
58169,1,6
5061,4,1
54612,4,4
11320,1,1
71640,1,9
75915,1,10
64320,1,7
13233,1,1
37442,4,4
37058,4,4
32248,4,4
73324,1,9
36983,4,4
50258,4,4
64677,4,7
75659,4,10
87895,4,14
24828,4,4
96274,4,20
81392,4,11
1188,4,0
109785,4,25
33450,4,4
55574,4,5
112809,4,25
56794,1,5
6501,1,1
28247,4,4
70752,4,9
96911,4,20
44316,4,4
35401,4,4
49664,4,4
58801,4,6
29925,4,4
30962,4,4
34896,4,4
97168,4,20
45028,4,4
94746,4,19
109945,25,25
40012,4,4
55438,4,5
119248,1,27
9538,4,1
61713,4,7
34382,4,4
110340,4,25
48631,4,4
101240,1,22
112135,4,25
66382,1,8
25950,4,4
17820,4,2
43909,4,4
12278,1,1
37649,4,4
110471,4,25
83128,4,12
40516,4,4
102842,1,22
90578,4,15
70162,1,9
56039,4,5
64579,4,7
116163,4,26
78919,4,11
35230,4,4
94066,4,18
108884,4,25
56308,4,5
31857,4,4
88894,1,15
60119,1,6
35888,4,4
54880,4,5
94925,4,19
44368,4,4
98793,4,20
31804,4,4
117723,4,26
53074,4,4
109142,4,25
114141,25,25
105559,1,23
37772,4,4
114407,4,25
64124,4,7
28938,4,4
23751,4,4
42731,4,4
75167,1,10
10003,1,1
42744,4,4
120556,4,28
91899,4,16
6316,4,1
73766,1,10
20235,4,3
59228,4,6
69176,4,9
59269,1,6
76952,4,10
123593,1,30
44204,4,4
122281,4,29
83038,4,12
79964,4,11
40543,4,4
37299,4,4
88157,4,14
100605,1,21
110946,4,25
45276,4,4
33167,4,4
3193,1,1
98844,4,20
116966,4,26
93224,4,17
77477,4,10
23284,4,4
85977,4,13
90918,4,16
84020,4,12
81036,4,11
22663,4,4
89644,4,15
972,4,0
109297,4,25
76715,4,10
51118,4,4
80781,4,11
91550,4,16
71384,4,9
14169,1,1
52539,4,4
51840,4,4
113672,25,25
14970,1,1
89949,4,15
107499,24,24
60874,4,6
103925,4,23
53315,4,4
79650,4,11
91011,1,16
91780,1,16
51999,4,4
109133,4,25
23076,4,4
66901,4,8
52401,4,4
92039,4,16
107127,4,24
101118,1,22
19360,4,3
5663,1,1
117817,4,26
58760,1,6
36178,4,4
34832,4,4
16718,4,1
65662,1,8
23896,4,4
38735,4,4
122832,4,29
29538,4,4
117978,4,26
29104,4,4
86798,4,13
67859,1,8
99664,1,21
12194,1,1
113184,25,25
29463,4,4
66809,1,8
30753,4,4
10243,1,1
22977,4,4
61359,4,7
45238,4,4
123647,4,30
80356,4,11
90747,4,15
31500,4,4
44934,4,4
69679,4,9
87034,4,14
113884,4,25
69740,4,9
51652,4,4
102008,1,22
88627,4,15
51888,4,4
93013,4,17
3147,1,1
79682,4,11
84664,4,13
60259,4,6
10447,1,1
111034,4,25
114401,4,25
56306,4,5
7280,4,1
15571,1,1
91586,4,16
4808,1,1
20708,4,3
99163,4,20
104045,1,23
105624,4,23
73386,4,9
44508,4,4
82599,4,12
43536,4,4
115194,4,26
109868,4,25
42129,4,4
69652,1,9
67362,4,8
54992,4,5
115949,4,26
85043,4,13
1918,4,0
56055,4,5
88396,4,15
64319,4,7
28274,4,4
10012,1,1
35936,4,4
37814,4,4
75641,4,10
7342,4,1
117552,4,26
26465,4,4
27915,4,4
18926,4,2
77204,4,10
105997,4,24
102729,1,22
33281,4,4
18890,4,2
73793,10,10
2937,1,1
21098,4,3
72916,4,9
104014,4,23
83470,4,12
93912,4,18
4759,1,1
57710,4,6
82176,4,12
92611,4,17
70389,9,9
80288,4,11
14512,4,1
27832,4,4
117472,4,26
81485,4,11
37744,4,4
88116,25,14
35138,4,4
7829,1,1
71448,1,9
89115,4,15
17757,4,2
3655,1,1
39175,4,4
18003,4,2
34398,4,4
18931,4,2
27052,4,4
101087,1,22
38371,4,4
79800,4,11
54437,4,4
8296,1,1
74356,4,10
41192,4,4
122988,1,29
67666,4,8
15232,1,1
27319,4,4
37527,4,4
40332,4,4
77218,4,10
56691,1,5
32055,4,4
57372,4,6
50087,4,4
64034,4,7
84307,4,13
1507,4,0
93233,4,17
31971,4,4
85529,4,13
24356,4,4
65132,4,8
120279,4,28
28975,4,4
89718,4,15
95342,4,19
26825,4,4
84614,4,13
82447,4,12
109167,4,25
112970,4,25
52372,4,4
11053,4,1
92615,4,17
112395,4,25
34563,4,4
68030,4,8
111491,4,25
92832,1,17
96448,1,20
119236,1,27
70882,4,9
85832,4,13
111800,4,25
86489,1,13
63365,4,7
109671,1,25
13852,1,1
84768,4,13
72752,4,9
68650,1,8
73829,4,10
17645,4,2
116067,4,26
65068,4,8
8611,1,1
121418,4,28
45581,4,4
60730,4,6
35182,4,4
118047,4,26
56469,4,5
103441,4,23
10780,4,1
64856,4,8
43012,4,4
114267,4,25
56182,4,5
80197,4,11
120045,4,28
92897,4,17
2055,4,0
94769,4,19
34795,4,4
99963,1,21
37682,4,4
41395,4,4
73710,4,10
15863,4,1
122766,4,29
101491,1,22
92417,4,17
61624,4,7
111561,25,25
77270,4,10
27930,4,4
27121,4,4
6105,4,1
123226,4,29
84872,4,13
19797,4,3
15680,1,1
69531,4,9
37012,4,4
6486,1,1
92997,1,17
53448,4,4
104303,1,23
86103,4,13
26674,4,4
72872,4,9
102712,4,22
80343,4,11
67376,4,8
61104,4,6
97559,1,20
116781,4,26
99855,1,21
54312,4,4
69859,4,9
26398,4,4
23960,4,4
33928,4,4
2246,0,0
54199,4,4
62653,4,7
29630,4,4
30807,4,4
5108,1,1
64521,4,7
83401,4,12
74788,4,10
107884,4,25
63322,4,7
48198,4,4
58395,4,6
123927,4,30
70582,4,9
11524,1,1
39787,4,4
84923,4,13
16841,1,1
29455,4,4
24076,4,4
24663,4,4
12996,1,1
110283,25,25
21935,4,4
116379,4,26
9863,1,1
40801,4,4
73108,4,9
78302,4,11
27420,4,4
18758,4,2
70985,4,9
84641,4,13
1984,4,0
90010,4,15
124603,4,30
69602,4,9
47332,4,4
81157,4,11
35180,4,4
32688,4,4
11302,1,1
38276,4,4
43075,4,4
88332,4,15
113490,4,25
43725,4,4
76600,4,10
65518,4,8
114948,4,26
96776,4,20
119160,4,27
65577,4,8
78634,4,11
35984,4,4
49395,4,4
57822,4,6
74571,4,10
412,4,0
67172,4,8
72894,4,9
60207,4,6
110821,4,25
10894,1,1
31587,4,4
16937,1,1
43925,4,4
37337,4,4
23279,4,4
24626,4,4
99769,1,21
91224,4,16
34923,4,4
2188,4,0
6122,1,1
31192,4,4
18302,25,2
95752,4,20
32868,4,4
9958,1,1
118841,1,27
124692,1,30
39131,4,4
121238,4,28
86453,4,13
82886,1,12
91389,4,16
66876,4,8
57440,1,6
93143,4,17
72286,4,9
95832,1,20
22957,4,4
34,4,0
2765,4,0
46251,4,4
74897,4,10
85086,4,13
36781,4,4
33545,4,4
3399,1,1
94643,4,19
86255,4,13
11432,1,1
109725,4,25
118131,4,27
520,1,0
107384,4,24
589,4,0
97310,1,20
18441,4,2
101818,1,22
104772,4,23
101045,4,22
33073,4,4
114393,4,25
113552,25,25
60545,4,6
119553,4,28
30493,4,4
41269,4,4
72027,4,9
97241,1,20
61539,4,7
113523,4,25
120924,4,28
118899,1,27
35495,4,4
37055,4,4
91476,25,16
107522,24,24
45980,4,4
41156,4,4
57220,4,5
94474,4,19
59161,4,6
109341,4,25
74594,1,10
59907,4,6
118758,4,27
106859,4,24
74173,4,10
96353,4,20
108386,25,25
107291,4,24
6738,4,1
92328,4,17
51839,4,4
65501,4,8
102057,4,22
31372,4,4
13270,1,1
107815,1,25
106932,4,24
105944,1,24
111907,4,25
49343,4,4
94129,4,18
97426,20,20
113857,4,25
16576,1,1
59667,4,6
60980,4,6
18531,4,2
45012,4,4
1260,4,0
45256,4,4
111911,4,25
110267,1,25
93149,4,17
104891,25,23
72010,4,9
34401,4,4
116969,4,26
82194,4,12
87508,4,14
114546,4,26
29002,4,4
86824,4,13
23142,4,4
56475,4,5
121573,4,28
117995,4,26
123322,25,29
96193,4,20
70514,4,9
28310,4,4
87392,1,14
53825,4,4
29419,4,4
114684,4,26
68240,1,8
79728,4,11
80228,4,11
113625,4,25
117785,4,26
43888,4,4
34130,4,4
52100,4,4
102789,4,22
37389,4,4
119872,4,28
49922,4,4
112023,4,25
24255,4,4
4101,1,1
106836,1,24
116349,4,26
103126,4,23
5397,1,1
46701,4,4
14165,1,1
124315,4,30
102897,1,22
19406,4,3
56461,4,5
15117,4,1
1475,4,0
108630,4,25
37251,4,4
94041,4,18
102306,4,22
29464,4,4
48756,4,4
58432,4,6
88885,4,15
58957,4,6
80148,4,11
78608,11,11
40839,4,4
83691,4,12
98471,4,20
100760,1,21
98435,20,20
67983,4,8
87531,4,14
25718,4,4
39882,4,4
51487,4,4
9790,1,1
85664,4,13
36062,4,4
12518,1,1
124060,4,30
2033,4,0
36274,4,4
13160,1,1
3368,1,1
109280,4,25
117248,4,26
88922,4,15
95151,4,19
26045,4,4
35388,4,4
28902,4,4
28167,4,4
9232,1,1
21325,4,3
119695,4,28
19635,4,3
64642,4,7
52085,4,4
8984,1,1
33001,4,4
121665,4,28
61333,4,7
39770,4,4
6561,1,1
32952,4,4
44549,4,4
113883,4,25
44222,4,4
29617,4,4
97403,4,20
94823,4,19
50620,4,4
95954,1,20
34430,4,4
113431,4,25
22701,4,4
63059,4,7
57797,4,6
38630,4,4
27034,4,4
40248,4,4
91737,1,16
122831,4,29
89591,4,15
37485,4,4
117365,4,26
30511,4,4
108843,4,25
97983,4,20
7712,1,1
99865,1,21
123974,1,30
32940,4,4
45054,4,4
55547,1,5
29468,4,4
12786,4,1
61438,4,7
85689,4,13
70319,4,9
55248,1,5
17675,4,2
99217,4,20
24604,4,4
124178,4,30
74161,4,10
69379,1,9
115364,4,26
110043,4,25
93058,4,17
44524,4,4
105008,4,23
17014,1,1
107363,4,24
42094,4,4
123646,4,30
72814,4,9
123875,1,30
116695,4,26
43245,4,4
62481,4,7
83180,1,12
31392,4,4
40343,4,4
30562,4,4
90910,4,16
17886,4,2
40414,4,4
12785,1,1
118514,1,27
38871,4,4
111341,4,25
60859,1,6
76559,4,10
111754,4,25
94530,4,19
76171,4,10
122912,4,29
63898,4,7
39454,4,4
95306,4,19
21076,4,3
17885,4,2
65789,1,8
37541,4,4
25911,4,4
32683,4,4
57494,4,6
6672,1,1
106553,4,24
67409,4,8
47265,4,4
78269,4,11
84309,4,13
28172,4,4
93137,4,17
52803,4,4
78575,4,11
76440,4,10
85975,4,13
18623,4,2
22428,4,4
25128,4,4
71265,4,9
75531,4,10
52669,4,4
60940,1,6
5540,4,1
11003,4,1
6157,4,1
60608,4,6
89945,4,15
70831,1,9
124371,4,30
13628,1,1
85386,4,13
36156,4,4
34239,4,4
64778,4,8
20381,4,3
53596,4,4
121456,4,28
29014,4,4
43915,4,4
113905,4,25
77465,4,10
99739,1,21
2665,4,0
14489,4,1
55728,4,5
2162,0,0
122064,4,28
95946,1,20
80689,4,11
6098,1,1
